,Quote,Genre,Category
1128,“There's always be a me and you.”,"love,romance",Romance
1129,"“She sniffled. ""Does he know?""""Not a clue,"" Law said. ""There are concrete bricks less dense than my beloved.”","love,romance",Romance
1130,"“Some lovers were fortunate enough to grow old together. They’d grown old apart. She did not think him any less handsome. She only wished that she’d been there when the first line on his face had appeared, so that she could have stroked and kissed and cherished it.”","love,romance",Romance
1131,"“You are brave and loyal and true. You have such a good heart."" He held my hand close to his chest and covered it with his other hand. ""It is only afraid. But I would take such good care of it, love, if you would give it to me.”","love,proposal,regency,romance",Romance
1132,"“Ben kissed me like he could kiss me forever, like he had to kiss me forever and he wanted to, he wanted me, and when he felt my surprise at that, I could feel again how beautiful I was to him, how I was beautiful beyond words.”",romance,Romance
1133,"“Girls get under each other's skin. We get too close, too attached, too crazy, and then we can't let go. Our claws sink too deep. When we separate, we tear each other apart.”","girls,love,romance",Romance
1134,"“ i'm your enemy, meghan. never forget that. if Mab tells me to kill you in front of the entire court, it's my duty to obey.”","fantasy,magic,romance",Romance
1135,"“~Do you like him much?~I told you I like him a little. Where is the use of caring for him so very much? He is full of faults.~Is he?~All boys are.~More than girls?~Very likely. Wise people say it is folly to think anyboy perfect, and as to likes and diskiles, we should be friendly to all, and worship none.”","boys,girls,love,relationships,romance",Romance
1136,"“Right. Because if you have trouble putting ketchup and mustard on a hot dog, you should totally move on to saving lives.”","funny,humour,romance,young-adult,young-adult-romance",Romance
1137,"“A woman's got one life: She's got to reach out and grab it with both hands, or it'll pass her by and leave nothing but a smelly old fart in her face.”","fiction,history,romance,scandalous-lovers,women",Romance
1138,"“I never pay for sex, Alayna. When I fuck you, it will be for free.”","hudson-pierce,romance",Romance
1139,"“You’ve ruined me,” she repeats, her voice quieting a little as it catches. “You’ve ruined me—you made me wake up. And now I can’t get rid of you.” Her voice surges again as I reach out, curling my hand around her arm, her skin flushed hot under my fingers. “You won’t leave me alone.”","chase,flynn-cormac,jubilee,love,romance",Romance
1140,"“Roses! I swear you men have all your romance from the same worn book. Flowers are a good thing, a sweet thing to give a lady. But it is always roses, always red, and always perfect hothouse blooms when they can come by them.”","romance,roses",Romance
1141,"“I had a romance novel inside me, but I paid three sailors to beat it out of me with steel pipes.”","femininity,gender,humor,masculinity,romance,romance-novels,sailors,violence,writing",Romance
1142,"“There is only that moment, and the incredible certainty that everything under the sun has been written by one hand only. It is the hand that evokes love, and creates a twin soul for every person in the world. Without such love, one's dreams would have no meaning.”","love,paulo-coelho,romance,the-alchemist",Romance
1143,“I know this woman.”“Who the hell is she?”He stared both his brothers down. “She’s mine.”,"romance,romantic-suspense",Romance
1144,"“You want the fairy tale."" ""I want a chance at it.”","love,relationships,romance",Romance
1145,"“She inched closer to him. ""I intrigue you?""""You know you do,"" he replied boldly, his eyes burning into hers. Wow-things were suddenly heating up fast. He wondered if they would have sex right there on her desk.Somebody better move that stapler.With a coy look, Taylor stood up to whisper in Jason's ear.""then I think you're going to find this next part really intriging,"" she said breathlessly.He gazed down at her-he like the sound of that-and raised one eybrow expectantly as taylor grinned wickedly and-Slammed the office door right in his face.For a moment, Jason could only stand there in the hallway with his nose pressed against the cold wood of her door. After a few seconds, he knocked politely.Taylor whipped open the door, unamused.Jason grinned at her. ""I just gotta ask: where did you get the whole 'all the cute girls run around naked' thing?”","humor,romance,tension",Romance
1146,"“Oh!"" cried Anne eagerly, ""I hope I do justice to all that is felt by you,and by those who resemble you. God forbid that I should undervaluethe warm and faithful feelings of any of my fellow-creatures! I should deserve utter contempt if I dared to suppose that true attachmentand constancy were known only by woman. No, I believe you capableof everything great and good in your married lives. I believe you equalto every important exertion, and to every domestic forbearance,so long as--if I may be allowed the expression--so long as you havean object. I mean while the woman you love lives, and lives for you. All the privilege I claim for my own sex (it is not a very enviable one;you need not covet it), is that of loving longest, when existenceor when hope is gone.”",romance,Romance
1147,"“You lose yourself, Erica, because with the right person, who you become together is something so much greater, more than you could even realize right now.”","love,relationships,romance",Romance
1148,"“Annabelle gave him a chiding smile. “If you’re implying that I’m spoiled, I assure you that I am not.”“You should be.” His warm gaze slid over her pink-tinted face and slender upper body, then sought hers again. There was a note in his voice that gently robbed her of breath. “You could do with a bit of spoiling.”","historical-romance,romance",Romance
1149,"“Ah, Azalea,"" said the King. ""He's not going to be the one proposing.""The springs in Azalea's feet went poioioing.""Sorry?"" she said.""You outrank him, you know."" The King shifted, uncomfortable. ""It would be highly inappropriate for him to propose to you. The Delchastrian queen had to propose-""""I will do no such thing!"" said Azalea.”",romance,Romance
1150,"“Over the years, everyone stumbles. That's why I'll be here for you — and you'll be there for me. I don't expect perfection. I want you, and you're a thousand times better.”","love,romance",Romance
1151,"“For the first time in my life, I said the words, “I need a drink.”","cristina-marrero,cristy-anne,lesbian,lgbtq,love,queer-youth,romance,the-river,the-unsung-love-story",Romance
1152,“Let me feel how thy pulses beat.”,"lust,romance",Romance
1153,"“Yet I am stuck in the idea of romance, a dreamer; I want to actually fall in love with a man, then marry him”","dreamer,fall-in-love,idea,love,marry,romance",Romance
1154,"“I'd spent a night with Ranger a while ago, and I knew what happened when he was encouraged. Ranger knew how to make a woman want him. Ranger was magic.”","ranger,romance",Romance
1155,“Was this some new level of depravity? Had he developed a spinster fetish?”,"fetish,humor,romance",Romance
1156,"“Without realizing what she was doing and more on an impulse than anything else, she leaned forward and kissed him. It was a simple, yet firm kiss and she pulled back after only a moment. But it sent a thrill through her.  He leaned down for another. But she put her finger on his lips to stop him. ""That was my reward to you,"" she said as they danced. ""Don't squander it."" ""Reward? he asked still seeming both surprised and delighted at this unexpected attention. ""What for?"" ""Why for living, Vaelros. And for doing so much else to help me. I will have you rewarded in state as well. But that was just from me."" She saw Vaelros flush and she gave him a brilliant smile. ""You don't like my reward?"" she asked. ""I do!"" he replied. ""I want only to learn how to earn more."" The music was fading. The song was ending. Luthiel stepped back and let her hands drop. ""A mysterious thing, my heart,"" she said. ”","dance,heart,luthiel,mystery,romance,vaelros",Romance
1157,"“He won't be one of those girlishly pretty men with curly gold hair...He'll be dark, dangerous, too. Brave, certainly, but not without flaws. I like my heroes human.”",romance,Romance
1158,"“Love is photogenic, it develops in the dark.”","humor,inspirational,romance",Romance
1159,"“Fresh, sweet honeysuckle. Ripe and rich and ready to be fucked—PLUCKED, he corrected himself, ready to be plucked.”","humor,romance",Romance
1160,"“Hanson got to sleep with you, and I didn't,” he said, his own jaw a little tight. “So I stole his car.”","romance,romantic-suspense",Romance
1161,“Have you any other objection than your belief of my indifference?”,"elizabeth-bennet,humor,romance",Romance
1162,"“I’m out of health potions. Retreat! Retreat! Give me some of your health potions!” I screamed. “I don’t have any potions. Run, bitch, run,” Brody squealed. The red ran out on my health and my assassin was transported, stripped of everything we’d earned, back to the starting camp. “I’m dead! Fuck, they killed me!”","humor,romance",Romance
1163,"“Anya looked upon Nin admirably. Having him as a partner-in-crime—if only on this one occasion, which she hoped would only be the start of something more—was more revitalizing than the cheap thrills of a cookie-cutter shallow, superficial romance, where the top priority was how beautiful a person was on the outside.”","beauty,elven,elven-charm,friendship,human-behavior,human-nature,humanity,humankind,humor,insight,insightful,life,life-and-death,love,meaning,modern-society,modernism,modernity,postmodern,reflection,reflections,reflective,relationships,rogue,romance,self,self-confidence,self-discovery,self-love,sense,sensibility,series,social-change,society,superficial,superficiality,thief,thief-at-night,thief-of-love,thievery,thieves,truth,urban-fantasy,urban-fantasy-series,women,ya-urban-fantasy,young-adult,young-adult-fiction,young-adult-literature,young-adult-novels,young-adult-series",Romance
1164,"“How do you feel?” she asked, trying to fluff his pillow. “Other than terrible, I mean.”He moved his head slightly to the side. It seemed to be a sickly interpretation of a shrug.“Of course you’re feeling terrible,” she clarified, “but is there any change? More terrible? Less terrible?”He made no response.“The same amount of terrible?”","humor,romance,sick",Romance
1165,"“He is not Enzo, I remind myself. But I don't want him to be. With Enzo, my energy yearned for his power and ambition, all too happy to let him take me into the darkness. But with Magiano... I am able to smile, even to laugh. I am able to sit here and lean back and point out the constellations.”","adelina-amouteru,enzo-valenciano,love,magiano,romance",Romance
1166,"“That settles it, no more books about vampire before bedtime.”","dead,paranormal,perfect,romance,supernatural,vampire",Romance
1167,"“We had no one else to learn this from- none of our parents were shining examples of relationship success- so we learned this from each other: when someone you love needs you to, you can get a hold of your five-alarm temper, get a hold of the shapeless things that scare you senseless, act like an adult instead of the Cro-Magnon teenager you are, you can do a million things you never saw coming.”","bravery,courage,fear,love,romance",Romance
1168,“We must not be so ready to fancy ourselves intentionally injured. We must not expect a lively young man to be always so guarded and circumspect. It is very often nothing but our own vanity that deceives us. Women fancy admiration means more than it does.”,"advice,love,romance",Romance
1169,“نگو کسی به فکرت نیستو نام‌ات را دنیا از یاد برده استشاید دنیاتویی و من”,romance,Romance
1170,"“I was flipping channels, watching this cheerleading program on MTV. They took a field hockey girl and “transformed” her into a cheerleader by the end of the show. I was just wondering: what if she liked field hockey better?”","body,books,cool,culture,desire,emotion,friendship,funny,girl,honesty,humor,humour,imagination,individuality,life,love,music,novel,passion,reality,relationships,romance,self,sex,technology,truth,wisdom,young,youth",Romance
1171,"“Maybe that’s what I have been looking for. When storms and rockslides threaten, I am looking for someone who will hold on to me and not let go.”","courtney-milan,devotion,hold-on,love,never-let-go,rockslide,romance",Romance
1172,"“Where are we going?” Annabelle asked, resisting his hold on her wrist.“To the house. If they’re not willing to be witnesses, then it seems I’ll have to debauch you in front of someone else.”","historical-romance,romance",Romance
1173,"“I'm still trying to decide how I feel about the fact that you knew about this before I did.""""Don't be disappointed,"" Jack said. ""The fact that I've been ridiculously proud of you for days doesn't change how excited you should be about this. Besides, I pretty much know everything. You should probably just start getting used to it.""""And on that note, I'm hanging up,"" Cameron said.""Rushing me off so you can call Collin next?"" Jack teased.""No"" she said emphatically. Damn, he really did know everything.”","humor,julie-james,romance,something-about-you",Romance
1174,"“Suffer love! A good ephitet! I do suffer love indeed, for I love thee against my will.”","humor,romance",Romance
1175,"“It's taken me all this time, all this loss, to realize what really matters is now.”","dystopian,love,romance,young-adult",Romance
1176,“The world stopped.All was silence but for their hearts trying to synchronize their crashing.”,"romance,the-kiss-quotient",Romance
1177,“I'd rather die tomorrow than live a hundred years without knowing you.”,"death,disney,disney-characters,disney-princess,disney-quotes,if-i-never-knew-you,john-smith,life,love,movie,movie-quote,movie-quotes,movies,pocahontas,romance,romantic,romantic-movie-quotes,romantic-quote,romantic-quotes,sweet,sweet-romance,swoon,swoon-worthy",Romance
1178,"“Then you came and I started to feel again. I started to think there was a reason I survived, that you were my reason. But nothing's so simple, is it? I didn't protect you. Here you are hurting so bad, and I can't even help. I'm just here and I need you. That's all it comes to. I need you to be brave when I haven't been. I know how hard it is. Look at me. Look at what's happened to me. Jesus, I feel like I'll be crying for the next century."" He bent his head, pressed his tear-wet cheek to her dry cold skin. ""But I'm here. I'm not hiding anymore. Princess, I'm asking you. Come back to me. You're my life.”","life,love,romance,tear-jerker",Romance
1179,“Lantas aku apa? Cillean Filleta? Makhluk yang tidak memerlukan pasangan untuk bereproduksi selama hidupnya? Makhluk yang ditakdirkan jomblo sepanjang usianya? Hiks!”,romance,Romance
1180,“Sana'y hindi umiikot ang mundo at tumatanda ang panahon.- Jea”,"pinoy,romance,tagalog",Romance
1181,"“When I turn back to Jase, he’s again beaming at me. “You’re nice.” He sounds pleased, as if he hadn’t expected this aspect of my personality.”","funny,humour,romance,young-adult,young-adult-romance",Romance
1182,"“Robert, I’m sorry that you feel so strange, but I’m not sorry that you’re feeling it because of me,” I whispered, my heart feeling a familiar twinge as I continued, “but even if you hadn’t felt it, it would not change the way I feel about you.”","angels,love,paranormal,romance,teens,urban-fantasy,ya,young-adult",Romance
1183,"“Yeah, cause that would be a smart choice. So, I should just forget about the whole lying to me thing when you pronounce you will never do it again?” “Yes.” “You’d have a better chance getting a donkey to shit gold.”","paranormal-romance,romance,snarky-quotes,the-last-witch-series,vampire,vampyre-kisses,werewolf-descent,witch",Romance
1184,“Love is an emotion experienced by the many and enjoyed by the few.”,romance,Romance
1185,"“For this was the round of love: fear which leads on desire, tenderness and fury, and that brutal anguish which triumphantly follows pleasure.”",romance,Romance
1186,"“A laugh jumps out of my mouth, surprising me. I can’t even remember the last time I laughed and it puts me on edge. I suddenly want to do the same thing to her. Let her see how it feels to teeter on that cliff.”","contemporary,new-adult,romance",Romance
1187,"“If for some reason we get separated, I want you to wait for me. I’ll find you, I promise. - Gabriel Emerson”","adult-fiction,romance",Romance
1188,"“the battered woman--for she wore a skirt--with her right hand exposed, her left clutching at her side, stood singing of love--love which has lasted a million years, she sang, love which prevails, and millions of years ago, her lover, who had been dead these centuries, had walked, she crooned, with her in May; but in the course of ages, long as summer days, and flaming, she remembered, with nothing but red asters, he had gone; death's enormous sickle had swept those tremendous hills, and when at last she laid her hoary and immensely aged head on the earth, now become a mere cinder of ice, she implored the Gods to lay by her side a bunch of purple heather, there on her high burial place which the last rays of the last sun caressed; for then the pageant of the universe would be over.”","life,love,romance",Romance
1189,“Dignity is overrated. You know what trumps dignity? Kissing.”,"humor,romance,young-adult,young-adult-romance",Romance
1190,"“She couldn't do any worse, but then, he couldn't do better. So maybe it balanced out.”","love,marriage,romance",Romance
1191,“I generally find subtlety a waste of time.”,"romance,romantic-suspense",Romance
1192,"“Why would I go look at other women when the most beautiful woman in the world shares my bed every night?” he protested, kissing her lightly. - Gabriel Emerson”","adult-fiction,romance",Romance
1193,“When you don’t have honesty in love then there is no communication. Honesty is improvisation of the heart; anything less is a well thought out and rehearsed script.”,"anxiety,characters,conflict,delusion,dishonest,fake,fear,games,heart-felt,honesty,improvisation,liars,lies,love,make-believe,manipulation,mind-games,perspective,plans,preplanned,real,rehearsed,relationships,romance,scripted,secrets",Romance
1194,"“And there, in the midst of blinding orange, yellow, and white flames, our forever begins.”",romance,Romance
1195,"“I was in love with him. I knew that much was true. Love was the swelling, hopeful feeling in my chest every time I saw him. Love was the way I could forget about everything when I was with him. Love was the catch in my breath when he looked at me in his intense way. Love was the gasp he could draw out of me with the simplest of touches. Love was the way I could... I could be myself around him, know that I didn't need to be perfect or worry about what he was thinking, because he accepted me.”","forever,love,romance,the-problem-with-forever,ya",Romance
1196,"“Brigid O'Shaughnessy: “I haven't lived a good life. I've been bad, worse than you could know.” Sam Spade “You know, that's good, because if you actually were as innocent as you pretend to be, we'd never get anywhere”",romance,Romance
1197,"“Are you threatening me?” He looked completely outraged at such a thing.“You bet your incredibly attractive and probably hard enough to bounce a quarter off ass I am!” she snapped back.An indescribable look flitted across his face. “You are the most irreverent woman I’ve ever met.”“And you’re the handsomest man I’ve ever seen in my life, but that doesn’t mean I’m going to lick you!” she yelled.”","humor,licking,romance",Romance
1198,"“Rough palms cradled my face while my fingers gripped the pillow on either side of his. Lips, teeth, tongue, mingled together. I ate him up and didn’t let go until I had to come up for air.”","action,adventure,arthurian,arthurian-collection,camelot,coming-of-age,fairy-tales,fantasy,fiction,greek-mythology,history,love,magic,merlin,mermaid,mythology,novel,paranormal,paranormal-romance,poseidon,retellings,romance,sea-creatures,sword,sword-and-sorcery,teen,time-travel,urban-fantasy,wizards,women-s-fiction,ya,ya-fantasy,ya-paranormal,ya-romance,young-adult",Romance
1199,"“When I make love to you,’ he said in a low whisper right by my ear, ‘I want to be able to give you one hundred percent of my attention. Right now, with the Unit on our tail, I’m going to be giving you less than fifty percent. I’ve got one eye on the door and one on you, not to mention a gun under the pillow. Not exactly the accessory I imagined.”","hunting-lila,losing-lila,romance,young-adult,young-adult-fiction",Romance
1200,“يؤلمني أنَّ كلَّ الأشياء ظلَّت وفيةً، إلا أنتِ.”,romance,Romance
1201,"“We come together, we create our families, we chose our mates out of the desire to form a life together. Love takes many forms, wears many faces, but when it's real, when it touches your heart, you will know it and--with hope--embrace it. Love is stronger than hate, love is stronger than anger. Love is stronger than all artificial divisions that exist n our world.”","demon-mistress,demons,fae,faeries,love,paranormal,paranormal-fiction,paranormal-romance,romance,sidhe,vampires,vamps,yasmine-galenorn",Romance
1202,"“Did you miss me?’“A little bit,” she said with a shrug.“You have tears running down your cheeks,” he said with a grin. “I think you missed me more than a little.”","contemporary-romance,romance",Romance
1203,"“What’s your favorite place to visit?” He absently answered, “Wherever you are.” “Bowen, five things about you can’t all be about me.” But you’re the only good thing that I’ve got.”",romance,Romance
1204,"“And, she was able to tell herself with some satisfaction, the man in question - one Colin Bridgerton - felt precisely the same way........His earth shook, his heart leaped, and Penelope knew without a doubt that his breath was taken away as well. For a good ten seconds.Falling off a horse tended to do that to a man.”","humor,romance",Romance
1205,“He felt like home.”,"gypsy,joanne-kenrick,magic,memories,monterey,mullo,mystery,paranormal,paranormal-romance,romance,vampire,vampires,when-a-mullo-loves-a-woman",Romance
1206,"“She shook her head as she confessed, ""I want it so much, I'm afraid to hope."" ""Never be afraid to hope,"" Rohan said gently. ""It's the only way to begin."" -Rohan to Win”","humorous,romance",Romance
1207,"“Once, he hadn't been able to touch her without causing himself pain. Now, it only hurt when he didn't touch her.”","psy-changelings,romance",Romance
1208,"“When they’re together, the world could fall apart around them and they’d never notice or care as long as they have each other.About Alex and Brittany.”","funny,humour,romance,young-adult-fiction,young-adult-romance",Romance
1209,"“Love is a vessel that contains both security and adventure, and commitment offers one of the great luxuries of life: time. Marriage is not the end of romance, it is the beginning.”","commitment,love,marriage,marriage-advice,romance,time",Romance
1210,"“She doesn’t need the pack. She doesn’t need me.”I shot to my feet. “That’s not true,” I said hotly.He tilted his head a little, his eyes meeting mine. His eyes softened. “I misspoke,” he said in a steady voice. “She doesn’t need me to make sure she has enough food or a place to live-that is my privilege, but she doesn’t need me to do that. She doesn’t need me to keep her safe or to make her a whole person. She doesn’t need me to do anything except love her. Which I do.”","paranormal-romance,romance,romantic,urban-fantasy",Romance
1211,“Goodness had nothing to do with it.”,"humor,romance",Romance
1212,"“Miss Bridgerton,” he said, “the devil himself couldn’t scare you.”She forced her eyes to meet his. “That’s not a compliment, is it?”He lifted her hand to his lips, brushing a feather-light kiss across her knuckles. “You’ll have to figure that out for yourself,” he murmured.To all who observed, he was the soul of propriety, but Hyacinth caught the daring gleam in his eye, and she felt the breath leave her body as tingles of electricity rushed across her skin. Her lips parted, but she had nothing to say, not a single word. There was nothing but air, and even that seemed in short supply.And then he straightened as if nothing had happened and said, “Do let me know what you decide.”She just stared at him.“About the compliment,” he added. “I am sure you will wish to let me know how I feel about you.”Her mouth fell open.He smiled. Broadly. “Speechless, even. I’m to be commended.”“You—”“No. No,” he said, lifting one hand in the air and pointing toward her as if what he really wanted to do was place his finger on her lips and shush her. “Don’t ruin it. The moment is too rare.”","bridgerton,humor,romance",Romance
1213,"“So you want me to go to a human orgy, where I will not be welcome, and you want us to leave before I get to enjoy myself? ~Eric Northman”","comedy,fantasy,mystery,paranormal,romance,vampire",Romance
1214,“That's what came from having romance in your soul. You believe in things like love at first sight and perfect presents.”,romance,Romance
1215,"“When he kissed me, his lips soft and careful, it was all the thrill of our first kiss and all the practiced familiarity of the accumulated memory of all our kisses.”","kisses,love,romance",Romance
1216,"“Frowning, she looked up. ""You can't want to ravish me every time we meet.""Oh, yes, he could. Demon gritted his teeth...”","humor,romance",Romance
1217,"“Who did she know in Raleigh who took the time off to fix a house? Or read Whitman or Eliot, finding images in the mind, thoughts of the spirit? Or hunted dawn from the bow of a canoe? These weren't the things that drove society, but she felt they shouldn't be treated as unimportant. They made living worthwhile.”","life,love,romance",Romance
1218,"“Bet you ten bucks we make it.""What are the odds? she thought, and realized with sudden, blinding clarity that she wouldn't take the other side of that bet, that only a loser would bet against them. This is really it, she thought, amazed. This is really forever. I believe in this.""Min?"" he said, and she kissed him, putting all her heart into it. ""No bet,"" she said against his mouth. ""Your odds are too good.""""Our odds are too good”","bet-me,humor,jennifer-crusie,romance",Romance
1219,"“You make me lovely, and it's so lovely to be lovely to the one I love...”","romance,suicide,suicide-note,theodore-finch",Romance
1220,"“His right ear still held both studs, and I wondered who had the missing earring. I would have asked, but was afraid he’d tell me Ivy had it.”","fiction,kisten,rachel-morgan,romance,supernatural,vampire",Romance
1221,"“He leaned upon her as if there was no other support anywhere in the world, and she held him as if she would undertake no other task for all eternity.”","love,romance",Romance
1222,"“That's the thing about distance: It either gives you time to move on form someone, or it makes you realize just how much you need them.”","contemporary,romance,teen,ya,young-adult",Romance
1223,“Romantic haste in drama bringstears and sighs when the hero diesbut the curtain fall is finalwhen in life we take the tragic wayThe sunset too is a glorious thingbut with it ends the day.”,"life,poetry,romance",Romance
1224,"“As I nodded and smiled and umm-hmm'd and oh, my'd my way down the drive, I wondered if boys had any sort of magazine that told them how to attract women and, if so, did it ever tell them to put the girls' interests first?”","humor,romance",Romance
1225,"“Jase props himself up on an elbow, looking at me for a minute without saying anything. His face gets an unreadable expression, and I wish I could take back walking over.Then he observes, “I’m guessing that’s a uniform.”Crap. I’d forgotten I was still wearing it.”","funny,humour,romance,young-adult,young-adult-romance",Romance
1226,"“I believe in Love, and I know love conquers all.”","ahmad-ardalan,baghdad,belief,determination,love,love-quotes,romance,romantic-quotes",Romance
1227,"“To love someone so deeply is to risk losing yourself forever. Once I admitted my feelings to him, there was no going back—no hope to ever make my heart complete without him”","inspirational,love,romance,story",Romance
1228,“I should have been bolder and kissed her at the end. I should have been more cautious. I had talked too much. I had said too little.”,"bold,boy,caution,confident,conversation,doubt,fear,girl,hope,inexperience,kiss,like,love,make-a-move,men,mystery,ponder,question,romance,second-guess,talk,uncertain,uncertainty,women,youth",Romance
1229,“You're my wings. You made me fly.”,romance,Romance
1230,“You make the rest of the beautiful things in the world cry for even trying at all. You make it hard for me to breathe.”,"hope,livia-and-blake,love,romance",Romance
1231,“I'm going to hell. I'm pretty sure she'd going to drag me there herself.”,"love,misha,misha-and-ryen,na,new-adult,new-adult-contemporary-romance,new-adult-romance,penelope-douglas,punk,punk-57,romance,ryen,ryen-and-misha",Romance
1232,"“When she opened her door, Levi was sitting in the hallway, his legs bent in front of him, hunched forward on his knees. He looked up when she stepped out.“I’m such an idiot,” he said.Cath fell between his knees and hugged him.“I can’t believe I said that,” he said. “I can’t even go nine hours without seeing you.”","apology,cute,cute-moments,dreamy,fangirl,guyswelove,love,romance,romantic",Romance
1233,"“Alexander tilted his head and kissed her deeply on the lips. He let go of her hands, and she wrapped her arms around his neck, pressing herself against him. They kissed as if in a fever... they kissed as if the breath were leaving their bodies.”","romance,ww-ii-russia",Romance
1234,"“On the map of you, my fingers could always find the green hills, Wales. Cool waters and a shore of white chalk. The ancient part of you carved out of stone in a prayerful circle, sacrosanct. Your spine's a ridge I'd die climbing. If I could spread it out on my desk, I'd find the corner of your mouth where it pinches with my fingers, and I'd smooth it away and you'd be marked with the names of saints like all the old maps. I get the nomenclature now- saints' names belong to miracles”","love,romance,wow",Romance
1235,"“When Shaundelle turned and looked back at Nonie she had her lips pursed. ""The man say wear whatever you want. Wear black, girl. It's slimmin', not that you need any slimmin' with your skinny self, but it makes me look like I've been dietin' for a week. I don't want to be the only one wearin' black, so wear black, okay?”","comedy,dark-humor,love,love-story,paranormal,romance,supernatural,young-adult,young-adult-fiction",Romance
1236,"“I want it too much,"" Adam said. That sentence, Ronan thought, was enough to undo all bad feeling he might have had meeting Adam's Harvard friends, all bad feeling about looking like a loser, all bad feeling about feeling stuck, all bad feeling, ever. Adam Parrish wanted him, and he wanted Adam Parrish.”","adam-parrish,dreamer-trilogy,love,pynch,raven-cycle,romance,ronan-lynch,wanting",Romance
1237,"“No, not really. But …” Okay, I couldn’t help but gloat a little. “She likes me.”Samedi didn’t even look at me. “Well of course, you’ve had that bloody uniform on all day. I was half ready to tell you how much I liked you.”","dearly-departed,dystopian,fiction,lia-habel,neo-victorian,paranormal,romance,teen,zombie",Romance
1238,“She shook off the self-recrimination. What-ifs and could-have-beens were not the way to move forward. She knew that from experience.”,"moving-on,romance",Romance
1239,"“We are meant to be.” He pressed his lips to mine again; against myself, against my worry, I once again succumbed to the power of his kiss. “I know that now. Our love is stronger than magic, stronger than the laws of all Feyland. It will survive this...whatever the future brings.” - Prince Kian, Silver Frost.”","duty,fairy,frost-series,love,romance,war",Romance
1240,"“I’m not a woman you bring home to Mother, pick out china patterns with, or Mary forefend, breed. I’ve seen a chunk of the universe, true, but there’s still so much more to see. I doubt I’ll ever cure this wanderlust, and I’m content with dedicating my life to failing to sate it... He’s never going to sit at my feet and write me poems, which is good because I hate poetry, except dirty ones that rhyme.”","poetry,romance",Romance
1241,"“Nellie grinned. ""I always wanted to go to Venice. It's supposed to be the romance capital of the world.""""Sweet,"" put in Dan. ""Too bad your date is an Egyptian Mau on a hunger strike.""The au pair sighed. ""Better than an eleven-year-old with a big mouth.”","cats,dan-cahill,dates,nellie-gomez,romance,saladin,the39clues,venice",Romance
1242,“Humor was the enemy of desire.”,romance,Romance
1243,"“I shan't mind if you don't,"" he agreed. ""But I'll not let you go, Prudence. Til not pester you, but know this: I will wait until you choose to listen to your heart.""""Pshaw."" It was a feeble effort. She took a deep breath and tried again. ""Humbug! How can you presume to know my heart?""He smiled a slow, devastating smile. ""You are my heart."" He lifted her hand and kissed it. ""And our hearts beat in tune. I know it—I, who used not to believe in such things. And you know it.”","flirting,love,romance",Romance
1244,"“Will you be my forever, Donia?”","faeries,paranormal-romance,romance",Romance
1245,"“Every universe I’ve created lately, your face keeps popping up in it. And I thought that if you can’t be cool with that, then I wouldn’t hate you, but I might need some time for myself until we’ve had enough distance that I can imagine made-up worlds without you automatically appearing.”","romance,sweet",Romance
1246,"“You realise you’re going to owe me dinner after this, right?”“How does McDonald’s sound?”“Inadequate.”","funny,humour,romance",Romance
1247,"“You realize that is you allow me to court you, all your opposition to marriage is going to have to be reconsidered.""She smiled, feigning innocence.""What opposition to marriage?""""Excellent.""""But I'm thinking we should have a long courtship.""""Why?"" He looked surprised.""Because i find I've developed a taste for adventure.""""That sounds dangerous. Not at all in character for a delicate flower.""She laughed."" We know I've never been good at being a delicate flower. Besides, it shan't be too dangerous.""""How can you be so sure?""She smiled brilliantly at him, taking his breath away.""Because, on my next adventure, I'll have you by my side.”","cute,romance",Romance
1248,“Romance has been elegantly defined as the offspring of fiction and love.”,"fiction,on-fiction,romance",Romance
1249,"“Blake took a small roll from the tray on the table, then put it back in favor of a larger one. And maybe a little butter. It certainly couldn't hurt. And jam...no, he drew the line at jam. She was a spy, after all.”","humor,julia-quinn,romance",Romance
1250,“Man is the candle light and a woman is the moonlight. They live far away but can grow together during lonesome nights. ”,"love,romance",Romance
1251,“[Bobby Tom] finally understood Gracie's function in his life. She was God's joke on him.”,"humor,romance",Romance
1252,"“I'm not asking you for a second chance. I know better than that. But you've got no right to ask me to settle for sex then expect me to give up the one thing that's kept me going. I gave you up, now I'm taking what's left.”“You didn't give me up,” she tossed back. “You never wanted me.”“I never wanted anything the way I wanted you. I loved you.” He dragged her painfully to her toes. “I've always loved you. I cut my own heart out when I sent you away.”","nora-roberts,romance,the-reef",Romance
1253,“The last thing you want to do is lose sight of your limit. Please don’t allow that to happen..... We all have a limit. What we’re willing to put up with before we break.”,romance,Romance
1254,"“My house seems remarkably full of people,"" he observed. ""Is it possible we were expected.”","duke-of-avon,romance",Romance
1255,"“The morning will come In the press of every kiss, With your head upon my chest Where I will annoy you With every waking breath Until you decide to wake up.”","love,romance",Romance
1256,"“You have an instinct, Sophie, that's how,"" said Howl. ""Nothing is safe from you. If I were to court a girl who lived on an iceberg in the middle of the ocean, sooner or later—probably sooner—I'd look up to see you swooping overhead on a broomstick. In fact, by now I'd be disappointed in you if I didn't see you.”","humor,romance",Romance
